EMPLEADO;ZONARUTA;RAZONSOC;DIRECCION;CODIGOCLI;FECHAMOV;ENTREGAS;DEVOLUCION;FALTANTES;SOBRANTES;VALORUNITA;COBRADO;VALORFEC;VALORCOM;NOMPU;FEPAGO
ALEXANDER DURANGO GARCIA;ZC002;SUPERMERCADO RANCHO ROJO;CL 12 #7B 76;SUPRAN01;22/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;SUPERMERCADO RANCHO ROJO;CL 12 #7B 76;SUPRAN01;23/01/11;6;0;0;0;2050;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;SUPERMERCADO RANCHO ROJO;CL 12 #7B 76;SUPRAN01;24/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;SUPERMERCADO RANCHO ROJO;CL 12 #7B 76;SUPRAN01;25/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;SUPERMERCADO RANCHO ROJO;CL 12 #7B 76;SUPRAN01;26/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;SUPERMERCADO RANCHO ROJO;CL 12 #7B 76;SUPRAN01;27/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;ABUNDANCIA LA PUERTA DEL SOL;CL 33 # 19-62;ABUPUE01;09/01/11;0;0;0;0;2050;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;ABUNDANCIA LA PUERTA DEL SOL;CL 33 # 19-62;ABUPUE01;16/01/11;0;0;0;0;2050;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;ABUNDANCIA LA PUERTA DEL SOL;CL 33 # 19-62;ABUPUE01;17/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;ABUNDANCIA LA PUERTA DEL SOL;CL 33 # 19-62;ABUPUE01;18/01/11;4;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;ABUNDANCIA LA PUERTA DEL SOL;CL 33 # 19-62;ABUPUE01;19/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;ABUNDANCIA LA PUERTA DEL SOL;CL 33 # 19-62;ABUPUE01;20/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;ABUNDANCIA LA PUERTA DEL SOL;CL 33 # 19-62;ABUPUE01;21/01/11;4;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;ABUNDANCIA LA PUERTA DEL SOL;CL 33 # 19-62;ABUPUE01;22/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;ABUNDANCIA LA PUERTA DEL SOL;CL 33 # 19-62;ABUPUE01;23/01/11;0;0;0;0;2050;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;ABUNDANCIA LA PUERTA DEL SOL;CL 33 # 19-62;ABUPUE01;24/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;ABUNDANCIA LA PUERTA DEL SOL;CL 33 # 19-62;ABUPUE01;25/01/11;4;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;ABUNDANCIA LA PUERTA DEL SOL;CL 33 # 19-62;ABUPUE01;26/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;ABUNDANCIA LA PUERTA DEL SOL;CL 33 # 19-62;ABUPUE01;27/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;DROGUERIA GRAN ESTACION;CR 23 # 40-110;DROGRA01;26/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;DROGUERIA GRAN ESTACION;CR 23 # 40-110;DROGRA01;27/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;FOTOCOPIAS DIVERLAND;CL 28 # 21-30;FOTDIV01;04/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;FOTOCOPIAS DIVERLAND;CL 28 # 21-30;FOTDIV01;05/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;FOTOCOPIAS DIVERLAND;CL 28 # 21-30;FOTDIV01;06/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;FOTOCOPIAS DIVERLAND;CL 28 # 21-30;FOTDIV01;07/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;FOTOCOPIAS DIVERLAND;CL 28 # 21-30;FOTDIV01;08/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;FOTOCOPIAS DIVERLAND;CL 28 # 21-30;FOTDIV01;10/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;FOTOCOPIAS DIVERLAND;CL 28 # 21-30;FOTDIV01;11/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;FOTOCOPIAS DIVERLAND;CL 28 # 21-30;FOTDIV01;12/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;FOTOCOPIAS DIVERLAND;CL 28 # 21-30;FOTDIV01;13/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;FOTOCOPIAS DIVERLAND;CL 28 # 21-30;FOTDIV01;14/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;FOTOCOPIAS DIVERLAND;CL 28 # 21-30;FOTDIV01;15/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;FOTOCOPIAS DIVERLAND;CL 28 # 21-30;FOTDIV01;17/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;FOTOCOPIAS DIVERLAND;CL 28 # 21-30;FOTDIV01;18/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;FOTOCOPIAS DIVERLAND;CL 28 # 21-30;FOTDIV01;19/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;FOTOCOPIAS DIVERLAND;CL 28 # 21-30;FOTDIV01;20/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;FOTOCOPIAS DIVERLAND;CL 28 # 21-30;FOTDIV01;21/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;FOTOCOPIAS DIVERLAND;CL 28 # 21-30;FOTDIV01;22/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;FOTOCOPIAS DIVERLAND;CL 28 # 21-30;FOTDIV01;24/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;FOTOCOPIAS DIVERLAND;CL 28 # 21-30;FOTDIV01;25/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;FOTOCOPIAS DIVERLAND;CL 28 # 21-30;FOTDIV01;26/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;FOTOCOPIAS DIVERLAND;CL 28 # 21-30;FOTDIV01;27/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MISCELANEA TAMAYO;CR 22 #47 36;MISTAM01;04/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MISCELANEA TAMAYO;CR 22 #47 36;MISTAM01;05/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MISCELANEA TAMAYO;CR 22 #47 36;MISTAM01;06/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MISCELANEA TAMAYO;CR 22 #47 36;MISTAM01;07/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MISCELANEA TAMAYO;CR 22 #47 36;MISTAM01;08/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MISCELANEA TAMAYO;CR 22 #47 36;MISTAM01;10/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MISCELANEA TAMAYO;CR 22 #47 36;MISTAM01;11/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MISCELANEA TAMAYO;CR 22 #47 36;MISTAM01;12/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MISCELANEA TAMAYO;CR 22 #47 36;MISTAM01;13/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MISCELANEA TAMAYO;CR 22 #47 36;MISTAM01;14/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MISCELANEA TAMAYO;CR 22 #47 36;MISTAM01;15/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MISCELANEA TAMAYO;CR 22 #47 36;MISTAM01;17/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MISCELANEA TAMAYO;CR 22 #47 36;MISTAM01;18/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MISCELANEA TAMAYO;CR 22 #47 36;MISTAM01;19/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MISCELANEA TAMAYO;CR 22 #47 36;MISTAM01;20/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MISCELANEA TAMAYO;CR 22 #47 36;MISTAM01;21/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MISCELANEA TAMAYO;CR 22 #47 36;MISTAM01;22/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MISCELANEA TAMAYO;CR 22 #47 36;MISTAM01;24/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MISCELANEA TAMAYO;CR 22 #47 36;MISTAM01;25/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MISCELANEA TAMAYO;CR 22 #47 36;MISTAM01;26/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MISCELANEA TAMAYO;CR 22 #47 36;MISTAM01;27/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;AUTOSERVICIO LOS HERMANOS;CR 16B # 51B-150;AUTHER01;25/01/11;3;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;AUTOSERVICIO LOS HERMANOS;CR 16B # 51B-150;AUTHER01;26/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;AUTOSERVICIO LOS HERMANOS;CR 16B # 51B-150;AUTHER01;27/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;PANADERIA LA CARIBE�A;CR 10B # 47F-05;PANCAR03;04/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;PANADERIA LA CARIBE�A;CR 10B # 47F-05;PANCAR03;05/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;PANADERIA LA CARIBE�A;CR 10B # 47F-05;PANCAR03;06/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;PANADERIA LA CARIBE�A;CR 10B # 47F-05;PANCAR03;07/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;PANADERIA LA CARIBE�A;CR 10B # 47F-05;PANCAR03;08/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;PANADERIA LA CARIBE�A;CR 10B # 47F-05;PANCAR03;10/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;PANADERIA LA CARIBE�A;CR 10B # 47F-05;PANCAR03;11/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;PANADERIA LA CARIBE�A;CR 10B # 47F-05;PANCAR03;12/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;PANADERIA LA CARIBE�A;CR 10B # 47F-05;PANCAR03;13/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;PANADERIA LA CARIBE�A;CR 10B # 47F-05;PANCAR03;14/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;PANADERIA LA CARIBE�A;CR 10B # 47F-05;PANCAR03;15/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;PANADERIA LA CARIBE�A;CR 10B # 47F-05;PANCAR03;17/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;PANADERIA LA CARIBE�A;CR 10B # 47F-05;PANCAR03;18/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;PANADERIA LA CARIBE�A;CR 10B # 47F-05;PANCAR03;19/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;PANADERIA LA CARIBE�A;CR 10B # 47F-05;PANCAR03;20/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;PANADERIA LA CARIBE�A;CR 10B # 47F-05;PANCAR03;21/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;PANADERIA LA CARIBE�A;CR 10B # 47F-05;PANCAR03;22/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;PANADERIA LA CARIBE�A;CR 10B # 47F-05;PANCAR03;23/01/11;2;0;0;0;2050;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;PANADERIA LA CARIBE�A;CR 10B # 47F-05;PANCAR03;24/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;PANADERIA LA CARIBE�A;CR 10B # 47F-05;PANCAR03;25/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;PANADERIA LA CARIBE�A;CR 10B # 47F-05;PANCAR03;26/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;PANADERIA LA CARIBE�A;CR 10B # 47F-05;PANCAR03;27/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;TIENDA Y CAFETERIA EL PAISAJE;CR 26 # 15-05;TIEPAI01;24/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;TIENDA Y CAFETERIA EL PAISAJE;CR 26 # 15-05;TIEPAI01;25/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;TIENDA Y CAFETERIA EL PAISAJE;CR 26 # 15-05;TIEPAI01;26/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;TIENDA Y CAFETERIA EL PAISAJE;CR 26 # 15-05;TIEPAI01;27/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MUNDO EDITORES;AV 19 # 31-17;MUNEDI01;10/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MUNDO EDITORES;AV 19 # 31-17;MUNEDI01;25/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MUNDO EDITORES;AV 19 # 31-17;MUNEDI01;26/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MUNDO EDITORES;AV 19 # 31-17;MUNEDI01;27/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MIGUEL ARBELAEZ -CARRO DULCES;CL 10# 5-10;MIGARB01;05/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MIGUEL ARBELAEZ -CARRO DULCES;CL 10# 5-10;MIGARB01;06/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MIGUEL ARBELAEZ -CARRO DULCES;CL 10# 5-10;MIGARB01;12/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MIGUEL ARBELAEZ -CARRO DULCES;CL 10# 5-10;MIGARB01;13/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MIGUEL ARBELAEZ -CARRO DULCES;CL 10# 5-10;MIGARB01;19/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MIGUEL ARBELAEZ -CARRO DULCES;CL 10# 5-10;MIGARB01;20/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MIGUEL ARBELAEZ -CARRO DULCES;CL 10# 5-10;MIGARB01;21/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MIGUEL ARBELAEZ -CARRO DULCES;CL 10# 5-10;MIGARB01;22/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MIGUEL ARBELAEZ -CARRO DULCES;CL 10# 5-10;MIGARB01;24/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MIGUEL ARBELAEZ -CARRO DULCES;CL 10# 5-10;MIGARB01;25/01/11;2;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MIGUEL ARBELAEZ -CARRO DULCES;CL 10# 5-10;MIGARB01;26/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MIGUEL ARBELAEZ -CARRO DULCES;CL 10# 5-10;MIGARB01;27/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;DISTRIBUCIONES REBECA;CL 12 #10- 38;DISREB02;10/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;DISTRIBUCIONES REBECA;CL 12 #10- 38;DISREB02;11/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;DISTRIBUCIONES REBECA;CL 12 #10- 38;DISREB02;12/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;DISTRIBUCIONES REBECA;CL 12 #10- 38;DISREB02;13/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;DISTRIBUCIONES REBECA;CL 12 #10- 38;DISREB02;14/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;DISTRIBUCIONES REBECA;CL 12 #10- 38;DISREB02;15/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;DISTRIBUCIONES REBECA;CL 12 #10- 38;DISREB02;16/01/11;2;0;0;0;2050;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;DISTRIBUCIONES REBECA;CL 12 #10- 38;DISREB02;17/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;DISTRIBUCIONES REBECA;CL 12 #10- 38;DISREB02;18/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;DISTRIBUCIONES REBECA;CL 12 #10- 38;DISREB02;19/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;DISTRIBUCIONES REBECA;CL 12 #10- 38;DISREB02;20/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;DISTRIBUCIONES REBECA;CL 12 #10- 38;DISREB02;21/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;DISTRIBUCIONES REBECA;CL 12 #10- 38;DISREB02;22/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;DISTRIBUCIONES REBECA;CL 12 #10- 38;DISREB02;23/01/11;2;0;0;0;2050;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;DISTRIBUCIONES REBECA;CL 12 #10- 38;DISREB02;24/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;DISTRIBUCIONES REBECA;CL 12 #10- 38;DISREB02;25/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;DISTRIBUCIONES REBECA;CL 12 #10- 38;DISREB02;26/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;DISTRIBUCIONES REBECA;CL 12 #10- 38;DISREB02;27/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MISCELANEA LA ESTACION;CR 23 #40 88;MISEST01;14/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MISCELANEA LA ESTACION;CR 23 #40 88;MISEST01;24/01/11;1;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MISCELANEA LA ESTACION;CR 23 #40 88;MISEST01;25/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MISCELANEA LA ESTACION;CR 23 #40 88;MISEST01;26/01/11;0;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MISCELANEA LA ESTACION;CR 23 #40 88;MISEST01;27/01/11;1;0;0;0;960;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;OSCAR QUINTERO CACHARRERIA;CR 19 # 27-67;OSCQUI01;30/12/10;0;0;0;0;0;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;OSCAR QUINTERO CACHARRERIA;CR 19 # 27-67;OSCQUI01;31/12/10;0;0;0;0;0;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;OSCAR QUINTERO CACHARRERIA;CR 19 # 27-67;OSCQUI01;02/01/11;0;0;0;0;0;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;OSCAR QUINTERO CACHARRERIA;CR 19 # 27-67;OSCQUI01;03/01/11;0;0;0;0;0;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;OSCAR QUINTERO CACHARRERIA;CR 19 # 27-67;OSCQUI01;04/01/11;0;0;0;0;0;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;OSCAR QUINTERO CACHARRERIA;CR 19 # 27-67;OSCQUI01;05/01/11;0;0;0;0;0;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;OSCAR QUINTERO CACHARRERIA;CR 19 # 27-67;OSCQUI01;06/01/11;0;0;0;0;0;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;OSCAR QUINTERO CACHARRERIA;CR 19 # 27-67;OSCQUI01;07/01/11;0;0;0;0;0;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;OSCAR QUINTERO CACHARRERIA;CR 19 # 27-67;OSCQUI01;08/01/11;0;0;0;0;0;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;OSCAR QUINTERO CACHARRERIA;CR 19 # 27-67;OSCQUI01;09/01/11;0;0;0;0;0;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;OSCAR QUINTERO CACHARRERIA;CR 19 # 27-67;OSCQUI01;10/01/11;0;0;0;0;0;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;OSCAR QUINTERO CACHARRERIA;CR 19 # 27-67;OSCQUI01;11/01/11;0;0;0;0;0;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;OSCAR QUINTERO CACHARRERIA;CR 19 # 27-67;OSCQUI01;12/01/11;0;0;0;0;0;0;0;0;LA PATRIA;09/03/2011
